sourceid,dstid,hod,ride time
709,569,16,32.403333333333336
661,670,6,49.83633333333333
728,332,6,36.28666666666666
199,125,16,22.31433333333333
666,737,16,40.342666666666666
631,503,15,42.903666666666666
280,433,23,22.919833333333333
314,47,21,27.096999999999998
302,614,18,60.868
375,155,2,15.410166666666667
430,346,6,59.24333333333333
380,247,4,7.759
816,808,23,10.2715
663,665,17,22.21966666666667
789,501,12,42.575833333333335
32,57,5,22.925
207,462,10,27.48616666666667
788,754,18,11.812833333333334
373,312,22,12.188166666666666
777,755,8,43.55050000000001
813,95,4,41.858333333333334
780,568,21,30.330333333333332
752,715,10,16.102
375,281,11,15.823833333333333
8,692,0,20.972166666666666
401,751,15,41.29633333333334
781,832,13,8.864
818,574,5,33.71033333333333
725,809,5,37.38783333333333
179,690,23,25.93933333333333
568,11,14,47.56183333333333
715,640,16,30.931166666666666
275,307,0,1.6855
179,766,9,54.92550000000001
114,248,0,12.2045
574,478,18,17.658333333333335
746,431,23,19.046333333333333
232,463,18,35.32416666666666
641,845,23,32.094500000000004
372,265,5,25.961166666666667
693,670,23,7.051
340,696,16,59.24333333333333
642,299,13,22.69333333333333
665,533,13,44.12766666666666
643,768,20,38.80333333333333
404,373,23,4.1593333333333335
567,592,0,6.3805
702,828,14,36.147166666666664
150,281,22,29.276666666666664
32,207,2,12.024000000000001
60,562,11,43.676
531,618,4,7.145166666666666
33,272,0,25.271833333333333
563,774,1,14.569666666666667
372,120,13,24.033333333333335
671,496,5,16.770666666666667
376,535,23,15.289333333333333
406,402,19,23.786
707,768,21,21.1945
527,796,10,40.40333333333333
612,665,7,19.2805
558,370,3,11.207500000000001
619,465,18,37.36183333333334
756,345,17,52.76416666666667
638,643,13,25.647
573,702,22,12.015333333333333
330,272,4,12.7045
534,277,6,109.79633333333332
533,396,21,30.691166666666668
678,496,21,30.197666666666667
784,820,16,16.815833333333334
692,603,8,57.2375
567,344,17,30.986833333333333
405,596,18,37.64083333333333
578,516,6,4.343999999999999
603,771,4,20.316666666666666
437,697,12,101.16900000000001
542,800,17,46.680166666666665
726,683,21,13.228166666666668
798,737,0,9.161166666666666
137,833,22,57.16466666666667
571,465,10,66.06883333333333
710,135,14,52.916666666666664
549,312,13,43.718833333333336
809,811,17,10.631666666666666
760,735,5,19.311
434,58,10,33.514833333333335
302,778,19,72.5875
506,570,0,6.571666666666667
681,702,11,7.789666666666666
338,830,15,82.66666666666667
309,374,20,10.751333333333333
562,235,16,36.4435
211,341,6,20.362666666666666
125,592,15,55.583333333333336
545,765,11,53.40083333333334
594,538,11,12.804666666666666
542,370,19,43.19416666666667
787,397,6,58.17033333333333
308,373,10,11.7765
505,624,15,19.779166666666665
842,817,22,8.806000000000001
813,752,0,17.11466666666667
622,614,21,31.209333333333333
615,530,12,8.137
239,178,1,4.2995
574,547,18,16.3395
496,825,23,29.587
810,699,9,30.750833333333333
786,587,18,73.96383333333333
689,808,10,21.41466666666667
642,737,18,34.056666666666665
500,545,13,44.875
773,441,21,39.0815
716,643,7,28.198333333333334
332,312,23,28.385166666666667
762,241,18,59.975
816,673,15,27.698666666666668
241,159,1,7.5605
409,150,13,20.551666666666666
280,347,13,10.364333333333333
350,275,18,54.586666666666666
310,464,21,29.513333333333332
734,687,13,37.8055
264,327,6,16.9825
822,778,9,29.25883333333333
150,314,10,92.66350000000001
308,528,14,41.59166666666667
16,618,20,39.5125
378,216,22,17.412
398,336,21,8.341833333333334
720,179,3,28.10216666666667
830,711,14,25.143666666666665
18,404,13,57.233333333333334
19,298,5,66.83883333333333
409,432,22,58.869166666666665
470,530,13,24.056500000000003
95,239,1,19.208333333333332
771,369,20,34.6155
772,58,21,51.69716666666667
501,791,15,42.80833333333333
514,446,10,13.556000000000001
476,699,0,15.280166666666666
347,11,18,72.23233333333333
279,216,15,11.008166666666666
126,819,5,32.094166666666666
185,833,2,22.593833333333336
344,138,21,17.5875
239,374,18,50.833333333333336
718,738,4,3.375
607,482,11,13.1545
528,778,19,42.64683333333333
735,439,11,84.18833333333333
234,57,20,39.7575
60,376,18,54.233333333333334
467,305,13,10.994
161,530,19,201.425
398,535,13,31.817999999999998
596,602,2,11.1985
702,784,23,19.245333333333335
630,247,9,42.37766666666666
654,753,12,31.798000000000002
186,336,9,20.793499999999998
442,472,20,249.0055
268,332,19,11.108833333333333
579,155,4,39.219833333333334
232,267,23,10.290833333333333
401,772,22,44.032333333333334
463,614,12,8.736166666666666
542,643,13,62.99583333333333
208,245,8,25.580499999999997
499,282,14,41.39866666666667
652,767,3,10.461166666666665
118,809,1,51.0
469,80,10,45.26133333333333
538,443,6,23.886833333333335
112,241,0,15.1435
370,99,1,19.175
614,688,5,2.816333333333333
403,579,23,40.69783333333333
18,704,13,31.388166666666667
773,370,23,30.193166666666666
744,777,14,6.998166666666666
826,241,15,53.1385
281,443,22,18.882166666666667
498,275,0,15.19
785,708,16,23.9835
818,791,4,8.058333333333334
383,571,15,51.1305
668,780,4,12.494333333333334
773,618,10,36.07166666666667
614,612,20,10.9985
729,13,21,18.904
657,673,3,16.8315
371,69,18,61.909
233,264,0,1.331
601,511,15,18.429666666666666
212,765,1,93.72533333333334
748,664,20,21.967166666666667
699,587,9,50.2985
339,744,16,117.31266666666667
273,722,3,32.08883333333333
348,741,12,42.458666666666666
711,837,22,22.532333333333334
135,282,18,29.346333333333334
239,403,23,13.221833333333333
273,530,19,50.23233333333334
783,436,23,226.91433333333333
800,587,2,23.706333333333337
179,547,14,55.49166666666667
715,482,3,19.8035
753,209,8,64.68683333333334
184,60,11,14.954166666666667
777,19,5,12.143833333333333
139,741,22,45.3215
497,814,19,58.035333333333334
709,559,6,24.876166666666666
836,19,19,36.36783333333334
179,91,5,17.8105
209,836,23,29.467166666666667
766,750,11,25.8455
512,149,9,40.968833333333336
313,117,7,19.041666666666668
176,374,21,22.75133333333333
154,651,15,61.916666666666664
441,722,8,29.080666666666666
401,612,16,39.26866666666667
160,626,22,37.196333333333335
157,431,1,18.596
395,207,6,12.498833333333332
584,364,13,34.482
269,135,11,37.31216666666667
533,556,10,23.60183333333333
315,700,6,29.595833333333335
267,273,1,15.759833333333335
626,248,20,28.06566666666667
680,337,12,60.34216666666667
594,126,16,36.335
119,544,15,53.218833333333336
629,307,4,27.802833333333336
673,591,23,12.758833333333333
666,791,1,13.289666666666667
662,363,12,32.43516666666667
618,445,8,40.733333333333334
731,311,11,56.7055
125,595,10,128.42783333333333
79,136,7,24.933333333333334
371,505,19,40.714166666666664
670,645,23,1.5554999999999999
411,344,8,24.205499999999997
548,155,16,77.49833333333332
570,647,8,18.062833333333334
603,573,1,6.284833333333333
537,590,19,24.799
826,590,21,31.366666666666667
741,818,4,17.537
340,697,13,54.04366666666667
382,672,17,73.925
119,218,2,9.743833333333333
431,181,20,22.618499999999997
723,184,2,26.58566666666667
373,384,22,28.76966666666667
589,568,14,26.8675
616,160,14,45.20366666666666
766,396,0,15.090499999999999
780,401,1,37.22716666666667
305,791,14,42.777833333333334
807,498,14,32.271499999999996
280,97,0,14.661166666666666
740,674,18,19.028666666666666
731,208,19,51.0545
648,697,1,6.326499999999999
410,653,21,22.887166666666666
716,305,11,35.11533333333333
382,540,19,32.6245
717,160,14,60.17933333333334
805,402,12,50.690333333333335
810,768,8,17.8475
536,641,13,31.7525
745,588,12,26.040333333333333
433,613,0,11.643666666666666
621,651,13,19.657
644,246,9,51.650999999999996
700,799,23,13.589833333333333
819,808,8,8.5615
51,58,6,2.2676666666666665
681,544,11,18.737000000000002
546,653,9,22.48
365,530,10,13.881166666666667
47,332,6,47.468833333333336
427,361,22,9.05
11,671,7,30.1125
650,819,15,42.627833333333335
644,613,22,24.435333333333332
809,752,12,13.074333333333334
706,433,0,20.833333333333332
370,271,15,23.283333333333335
620,433,8,31.16433333333333
16,782,16,24.58216666666667
591,562,16,2.1438333333333333
543,782,16,47.02883333333333
446,51,20,43.6485
79,119,8,38.11533333333333
720,679,12,18.58216666666667
135,413,7,31.463833333333334
158,362,2,16.898
750,403,19,45.613166666666665
680,313,3,15.913333333333332
183,669,7,26.495833333333334
681,714,13,36.42266666666667
604,241,11,48.626
212,712,7,20.907833333333333
77,401,14,37.623000000000005
176,340,13,22.942833333333333
366,395,17,13.540333333333333
750,815,2,8.221166666666667
666,817,13,23.995333333333335
364,314,14,53.21083333333333
649,545,17,94.35283333333334
216,162,3,3.0786666666666664
773,185,11,49.67216666666666
433,668,0,12.215166666666667
50,280,22,27.898000000000003
337,742,0,28.881833333333336
393,735,5,119.00983333333333
643,31,20,50.257
347,828,13,67.23333333333333
614,301,22,18.776333333333334
591,440,1,39.41883333333333
729,805,2,6.535833333333333
160,125,15,21.238333333333333
710,799,14,26.505499999999998
336,533,17,37.209833333333336
372,60,23,25.2095
657,653,21,13.712833333333332
135,410,23,30.883333333333333
212,384,13,31.533833333333334
177,492,15,16.68
562,664,1,14.133333333333333
314,380,17,12.099333333333334
799,816,11,14.6505
781,376,14,81.51116666666667
442,623,22,20.988
564,505,17,17.0215
647,692,5,13.048499999999999
113,543,21,38.1155
403,339,7,14.262666666666666
429,468,18,41.79383333333333
510,346,2,8.245333333333333
347,449,11,14.9105
519,282,8,19.618166666666664
241,708,23,28.46833333333333
668,790,0,15.156833333333333
781,751,21,4.151166666666667
151,107,22,11.3875
364,470,8,43.13333333333333
311,712,2,20.036166666666666
721,828,13,31.366666666666667
314,486,22,17.544666666666668
715,651,23,7.0648333333333335
700,600,21,27.5105
445,716,22,179.85366666666667
435,535,13,16.488166666666665
587,264,18,32.3195
363,178,13,18.968
828,366,23,44.436166666666665
11,628,23,10.036333333333333
579,542,23,23.503666666666668
844,688,11,41.04383333333333
775,444,22,26.202833333333334
543,401,17,58.27583333333334
435,209,6,15.752999999999998
443,574,2,6.279166666666667
135,117,14,13.853
332,395,4,24.649333333333335
452,116,14,33.809
233,207,11,21.907500000000002
667,744,8,12.275
478,802,14,51.7785
756,466,5,25.985333333333333
109,207,18,16.762333333333334
808,336,8,72.882
577,533,13,74.11666666666666
402,510,10,51.40416666666667
798,178,5,52.20633333333333
233,708,16,57.23733333333333
448,413,2,8.251833333333334
365,118,10,41.42783333333333
806,728,8,31.870166666666666
818,786,20,11.366000000000001
22,371,12,47.50233333333333
448,674,0,17.766666666666666
540,615,20,28.96066666666667
363,688,2,12.0105
802,409,9,58.93516666666667
372,241,15,20.209833333333332
629,155,18,66.3
247,754,13,53.38883333333333
378,207,5,17.600833333333334
114,307,1,18.036333333333335
135,735,16,107.4915
314,405,23,21.419833333333333
633,240,20,401.7855
210,301,9,41.5185
275,149,20,7.618166666666666
364,709,17,51.1815
537,772,10,41.9215
235,805,15,36.991
574,179,19,40.69716666666667
408,435,9,27.66033333333333
19,812,10,40.2
691,755,16,18.18566666666667
157,741,14,84.975
726,613,18,25.054
742,709,10,56.859500000000004
273,653,16,69.18516666666666
276,443,14,30.051499999999997
530,512,13,44.37033333333333
449,340,9,43.785666666666664
763,500,19,77.9015
707,689,19,18.3415
408,314,21,16.339666666666666
688,765,3,3.745833333333333
438,590,21,27.470166666666668
463,467,11,22.327833333333334
265,804,11,45.2
339,529,18,83.08983333333335
441,406,7,8.107333333333333
368,184,16,14.470833333333333
235,361,14,7.214333333333333
535,430,19,41.437
275,640,23,27.317166666666665
50,272,23,22.391333333333332
344,727,14,59.319833333333335
675,343,5,25.0695
383,511,6,20.233333333333334
562,596,2,9.055833333333334
447,680,6,14.866166666666667
436,775,15,55.6715
274,310,6,16.081333333333333
648,396,8,50.867333333333335
765,570,14,71.69166666666666
598,566,5,10.238666666666667
545,756,5,21.705499999999997
717,117,16,205.18166666666667
410,161,18,42.0385
576,406,8,62.794999999999995
760,603,10,15.56
586,662,15,21.578166666666668
746,807,12,30.06116666666667
114,66,4,10.564833333333333
369,712,1,9.735999999999999
513,113,1,20.562166666666666
787,734,18,24.811500000000002
395,18,13,38.3855
766,748,22,4.698333333333333
807,799,8,17.193166666666666
115,329,23,24.536
765,178,11,37.43283333333333
591,161,10,33.174
112,434,12,37.55216666666667
137,668,10,81.37933333333334
158,298,22,28.015333333333334
188,209,12,24.935833333333335
773,631,20,17.522166666666667
397,760,0,31.391000000000002
836,795,15,14.581666666666667
831,617,18,45.8945
573,570,0,9.409333333333333
383,305,1,16.977833333333333
434,184,15,16.063833333333335
784,644,12,31.541833333333333
345,385,18,21.531333333333336
149,818,14,56.07216666666667
763,822,11,66.71883333333334
244,208,0,16.797166666666666
371,505,10,26.541666666666668
605,381,6,25.307833333333335
750,806,14,8.465166666666667
398,337,14,20.499833333333335
595,576,23,24.95
248,179,2,15.943999999999999
114,767,22,52.16733333333333
671,155,5,25.577833333333334
336,160,20,17.13083333333333
345,673,10,39.6575
369,403,21,11.417333333333334
617,404,20,35.70033333333333
376,311,22,12.882166666666667
136,378,18,32.88783333333333
619,19,9,26.3715
18,768,19,13.346333333333332
680,443,16,22.536
156,535,0,25.805
376,366,7,27.366666666666667
616,302,16,25.215666666666667
629,475,22,20.043833333333335
826,185,14,66.676
561,671,17,26.55933333333333
497,337,19,32.2245
500,364,10,17.6435
728,593,4,10.6695
637,527,13,17.004833333333334
138,110,18,29.955499999999997
562,140,18,56.86
414,445,18,24.136000000000003
512,547,2,9.201166666666667
684,331,5,32.39383333333333
590,642,13,11.734166666666665
818,403,16,79.92916666666666
234,709,17,59.24283333333334
497,526,9,15.193000000000001
160,340,18,29.970333333333333
702,741,12,4.310666666666666
282,52,6,14.4105
673,828,1,20.316666666666666
402,188,23,16.444333333333333
473,755,19,45.564166666666665
591,648,4,12.484166666666665
596,274,14,42.5575
828,684,20,38.2825
836,663,10,79.41666666666667
559,156,16,34.32416666666666
566,403,5,18.1
36,242,10,31.844833333333334
438,376,14,42.801500000000004
425,433,21,30.910500000000003
384,478,13,30.676
311,433,10,33.49466666666667
614,647,11,31.630499999999998
151,403,23,24.028833333333335
844,781,16,22.308833333333332
471,504,15,3.652
346,417,22,18.4925
544,735,9,77.28816666666667
765,137,20,55.248000000000005
698,305,13,49.11066666666667
543,744,22,43.660666666666664
233,372,12,33.2035
184,500,4,8.35
437,789,5,24.816666666666666
115,397,18,53.65783333333333
241,161,22,9.875666666666666
13,575,16,30.93566666666667
478,316,23,12.713166666666666
798,298,4,37.266666666666666
805,827,16,16.057166666666667
403,734,21,46.517833333333336
364,705,23,23.753666666666668
836,401,1,80.23783333333334
274,393,1,18.06066666666667
675,441,2,12.198
212,731,19,66.64716666666666
680,617,12,48.003
209,241,16,3.2359999999999998
690,502,22,17.035666666666668
98,350,20,24.115333333333336
465,282,14,39.45216666666667
431,204,16,29.833333333333332
204,765,22,31.613333333333333
815,833,11,17.4
441,342,23,10.2135
276,618,18,83.78
836,177,4,26.063166666666667
806,800,9,19.496166666666667
720,467,6,42.92366666666667
619,309,22,26.526666666666664
541,309,6,23.349833333333333
473,625,16,23.271166666666666
571,708,12,41.93
271,336,7,9.7105
432,267,21,13.206833333333332
177,239,0,3.9945
244,247,18,22.886333333333333
787,403,15,53.99766666666667
281,137,17,16.641666666666666
248,577,18,47.66566666666667
666,724,16,20.9465
364,591,1,15.759500000000001
117,370,11,30.739166666666666
591,473,3,10.922166666666667
617,709,20,18.201166666666666
548,674,12,59.37716666666667
751,599,15,33.22116666666667
595,686,18,59.098166666666664
557,529,10,12.0665
670,642,0,5.695166666666666
96,341,22,36.790499999999994
673,654,9,18.967666666666666
346,474,20,19.90266666666667
635,636,14,7.333166666666667
241,594,0,33.536500000000004
475,348,12,34.405499999999996
663,724,19,12.541666666666666
435,649,14,36.84666666666667
764,242,19,47.754333333333335
620,409,20,26.223333333333336
125,173,7,9.208333333333334
740,316,14,85.00833333333334
819,302,16,43.36216666666667
362,275,16,27.727333333333334
264,360,13,17.222166666666666
734,752,21,2.520166666666667
518,546,11,28.343
183,788,16,82.63566666666667
437,149,14,27.693166666666666
781,772,23,17.066
427,362,6,11.559833333333334
717,595,17,27.35216666666667
595,337,14,36.0475
248,483,16,30.644166666666667
729,585,2,7.5365
681,345,10,40.38333333333333
136,159,21,6.409666666666666
669,187,6,34.92183333333333
587,557,13,6.236666666666666
818,618,18,64.74466666666666
652,443,14,20.085166666666666
822,801,5,6.2524999999999995
712,842,2,12.706833333333332
341,512,21,22.275666666666666
273,405,20,22.183666666666667
153,207,2,3.2278333333333333
430,305,4,14.4565
727,17,20,22.52583333333333
796,151,16,44.5135
707,336,6,52.261833333333335
794,753,12,18.994833333333336
316,332,10,43.15333333333333
638,241,6,44.05983333333334
208,359,1,13.466666666666667
671,463,10,36.81466666666667
613,435,10,30.981333333333335
277,538,15,33.254
364,674,16,75.34166666666667
434,827,12,39.675
539,463,5,32.107166666666664
399,316,17,49.93733333333333
363,156,3,15.970166666666668
529,669,2,11.6485
372,603,19,50.774
676,751,16,28.9175
