id,id_HIT,id_assignment,id_worker,module,section,time_landed,time_instruction_shown,time_consent_shown,time_consented,category_question,id_question,id_question_serial,id_article,correct_answer,time_question_begin,time_yesNo_prior_shown,answer_yesNo_prior,time_yesNo_prior_answered,answer_correct,time_yesNo_prior_spent,confidence_prior,time_article_shown,time_article_finish,time_article_spent,answer_yesNo_after,time_yesNo_after_shown,time_yesNo_after_answered,time_yesNo_after_spent,confidence_YesNo_after,content_relatedness,time_content_related_shown,time_content_related_answered,time_content_related_spent,author_position,time_author_position_shown,time_author_position_answered,time_author_position_spent,cc1_accuracy,cc2_completeness,cc3_authority,cc4_usefulness,cc5_accessibility,time_quality_cc_shown,time_quality_cc_answered,time_quality_cc_spent,quality_single,time_quality_single_spent,author_fname,author_fname_ethnicity,author_lname,nudge_words,confidence_evaluation,affiliation,affiliation_tier,affiliation_location,time_question_end,time_question_spent,time_session_spent,completion_code,statuses,time_question_shown
2023,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,34MAJL3QP4NCC1IVJF85HWV2V3143W,A6E3QAJIQOFBQ,,consent,,,2021-05-23 17:14:49,2021-05-23 17:14:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,34MAJL3QP4NCC1IVJF85HWV2V3143W,A6E3QAJIQOFBQ,,evaluate,,,,,cold,7,1,169,,2021-05-23 17:14:56,,Yes,2021-05-23 17:15:21,,,6,2021-05-23 17:14:56,2021-05-23 17:14:56,0,Yes,,,,,7,,,,Yes,,,,7,6,6,7,7,,,,,,,,,,,,,,2021-05-23 17:16:16,80,,,,
2025,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,34MAJL3QP4NCC1IVJF85HWV2V3143W,A6E3QAJIQOFBQ,,evaluate,,,,,cold,7,2,128,,2021-05-23 17:16:16,,Yes,2021-05-23 17:16:37,,,7,2021-05-23 17:16:16,2021-05-23 17:16:16,0,No,,,,,6,,,,No,,,,3,4,4,4,4,,,,,,,,,,,,,,2021-05-23 17:17:18,62,,,,
2026,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,34MAJL3QP4NCC1IVJF85HWV2V3143W,A6E3QAJIQOFBQ,,evaluate,,,,,breast-cancer,5,3,76,,2021-05-23 17:17:18,,Yes,2021-05-23 17:17:32,,,7,2021-05-23 17:17:18,2021-05-23 17:17:18,0,Yes,,,,,7,,,,Yes,,,,6,6,6,6,6,,,,,,,,,,,,,,2021-05-23 17:18:02,44,,,,
2027,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,34MAJL3QP4NCC1IVJF85HWV2V3143W,A6E3QAJIQOFBQ,,evaluate,,,,,breast-cancer,5,4,74,,2021-05-23 17:18:02,,Yes,2021-05-23 17:18:08,,,7,2021-05-23 17:18:02,2021-05-23 17:18:02,0,No,,,,,6,,,,No,,,,4,5,4,4,4,,,,,,,,,,,,,,2021-05-23 17:18:31,29,,,,
2028,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,34MAJL3QP4NCC1IVJF85HWV2V3143W,A6E3QAJIQOFBQ,,evaluate,,,,,atkins,1,5,103,,2021-05-23 17:18:31,,Yes,2021-05-23 17:18:46,,,4,2021-05-23 17:18:31,2021-05-23 17:18:31,0,Yes,,,,,7,,,,Yes,,,,5,5,4,4,5,,,,,,,,,,,,,,2021-05-23 17:19:14,43,,,,
2029,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,34MAJL3QP4NCC1IVJF85HWV2V3143W,A6E3QAJIQOFBQ,,evaluate,,,,,atkins,1,6,119,,2021-05-23 17:19:14,,Yes,2021-05-23 17:19:19,,,4,2021-05-23 17:19:14,2021-05-23 17:19:14,0,No,,,,,7,,,,No,,,,6,5,5,5,5,,,,,,,,,,,,,,2021-05-23 17:20:51,97,,,,
2030,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,3IRIK4HM3AKE4OISVWCL7XJAX7JC6M,A2YIO0WQ5HYCS4,,landing,2021-05-23 17:20:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,3IRIK4HM3AKE4OISVWCL7XJAX7JC6M,A2YIO0WQ5HYCS4,,consent,,,2021-05-23 17:20:31,2021-05-23 17:20:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,3IRIK4HM3AKE4OISVWCL7XJAX7JC6M,A2YIO0WQ5HYCS4,,evaluate,,,,,cold,7,1,166,,2021-05-23 17:20:55,,Yes,2021-05-23 17:21:32,,,5,2021-05-23 17:20:55,2021-05-23 17:20:55,0,Yes,,,,,6,,,,Yes,,,,5,5,6,5,6,,,,,,,,,,,,,,2021-05-23 17:22:54,119,,,,
2033,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,3IRIK4HM3AKE4OISVWCL7XJAX7JC6M,A2YIO0WQ5HYCS4,,evaluate,,,,,cold,7,2,125,,2021-05-23 17:22:54,,No,2021-05-23 17:23:05,,,6,2021-05-23 17:22:54,2021-05-23 17:22:54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,3IRIK4HM3AKE4OISVWCL7XJAX7JC6M,A2YIO0WQ5HYCS4,,evaluate,,,,,breast-cancer,5,3,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,3IRIK4HM3AKE4OISVWCL7XJAX7JC6M,A2YIO0WQ5HYCS4,,evaluate,,,,,breast-cancer,5,4,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,3IRIK4HM3AKE4OISVWCL7XJAX7JC6M,A2YIO0WQ5HYCS4,,evaluate,,,,,atkins,1,5,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,3IRIK4HM3AKE4OISVWCL7XJAX7JC6M,A2YIO0WQ5HYCS4,,evaluate,,,,,atkins,1,6,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,3WLEIWSYHOHH3VA7UMEJSBZEUUN2H5,AFTRJYR8BNRA0,,landing,2021-05-23 17:25:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,3C44YUNSI1PWJM6BAO65X3S9DCLPD5,A39M5EZCU6ZS51,,landing,2021-05-23 17:25:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,3WLEIWSYHOHH3VA7UMEJSBZEUUN2H5,AFTRJYR8BNRA0,,consent,,,2021-05-23 17:25:36,2021-05-23 17:25:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,3C44YUNSI1PWJM6BAO65X3S9DCLPD5,A39M5EZCU6ZS51,,consent,,,2021-05-23 17:25:47,2021-05-23 17:26:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,3WLEIWSYHOHH3VA7UMEJSBZEUUN2H5,AFTRJYR8BNRA0,,evaluate,,,,,atkins,1,1,201,,2021-05-23 17:25:59,,No,2021-05-23 17:26:50,,,6,2021-05-23 17:25:59,2021-05-23 17:25:59,0,Yes,,,,,6,,,,Yes,,,,5,6,4,3,5,,,,,,,,,,,,,,2021-05-23 17:28:15,136,,,,
2043,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,3WLEIWSYHOHH3VA7UMEJSBZEUUN2H5,AFTRJYR8BNRA0,,evaluate,,,,,atkins,1,2,106,,2021-05-23 17:28:15,,Yes,2021-05-23 17:29:59,,,5,2021-05-23 17:28:15,2021-05-23 17:28:15,0,Yes,,,,,6,,,,No,,,,5,3,7,5,3,,,,,,,,,,,,,,2021-05-23 17:30:46,151,,,,
2044,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,3WLEIWSYHOHH3VA7UMEJSBZEUUN2H5,AFTRJYR8BNRA0,,evaluate,,,,,breast-cancer,5,3,61,,2021-05-23 17:30:46,,Yes,2021-05-23 17:30:53,,,6,2021-05-23 17:30:46,2021-05-23 17:30:46,0,Yes,,,,,6,,,,No,,,,6,3,5,5,4,,,,,,,,,,,,,,2021-05-23 17:31:33,47,,,,
2045,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,3WLEIWSYHOHH3VA7UMEJSBZEUUN2H5,AFTRJYR8BNRA0,,evaluate,,,,,breast-cancer,5,4,61,,2021-05-23 17:30:46,,Yes,2021-05-23 17:30:53,,,6,2021-05-23 17:30:46,2021-05-23 17:30:46,0,Yes,,,,,6,,,,No,,,,6,3,5,5,4,,,,,,,,,,,,,,2021-05-23 17:31:33,47,,,,
2046,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,3WLEIWSYHOHH3VA7UMEJSBZEUUN2H5,AFTRJYR8BNRA0,,evaluate,,,,,cold,7,5,123,,2021-05-23 17:32:27,,Yes,2021-05-23 17:32:36,,,6,2021-05-23 17:32:27,2021-05-23 17:32:27,0,No,,,,,5,,,,No,,,,5,3,6,4,4,,,,,,,,,,,,,,2021-05-23 17:33:03,36,,,,
2047,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,3WLEIWSYHOHH3VA7UMEJSBZEUUN2H5,AFTRJYR8BNRA0,,evaluate,,,,,cold,7,6,139,,2021-05-23 17:33:03,,Yes,2021-05-23 17:33:10,,,6,2021-05-23 17:33:03,2021-05-23 17:33:03,0,Yes,,,,,4,,,,Yes,,,,6,5,6,3,5,,,,,,,,,,,,,,2021-05-23 17:33:40,37,,,,
2048,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,34MAJL3QP4NCC1IVJF85HWV2V3143W,A2DUOMJHQ1V7M3,,landing,2021-05-23 17:26:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,3C44YUNSI1PWJM6BAO65X3S9DCLPD5,A39M5EZCU6ZS51,,evaluate,,,,,cold,7,1,129,,2021-05-23 17:26:18,,No,2021-05-23 17:27:06,,,7,2021-05-23 17:26:18,2021-05-23 17:26:18,0,Yes,,,,,7,,,,Yes,,,,7,6,6,7,6,,,,,,,,,,,,,,2021-05-23 17:29:55,217,,,,
2050,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,3C44YUNSI1PWJM6BAO65X3S9DCLPD5,A39M5EZCU6ZS51,,evaluate,,,,,cold,7,2,168,,2021-05-23 17:29:55,,Yes,2021-05-23 17:30:17,,,7,2021-05-23 17:29:55,2021-05-23 17:29:55,0,Yes,,,,,7,,,,Yes,,,,6,6,6,7,6,,,,,,,,,,,,,,2021-05-23 17:31:41,106,,,,
2051,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,3C44YUNSI1PWJM6BAO65X3S9DCLPD5,A39M5EZCU6ZS51,,evaluate,,,,,atkins,1,3,203,,2021-05-23 17:31:41,,Yes,2021-05-23 17:32:01,,,6,2021-05-23 17:31:41,2021-05-23 17:31:41,0,Yes,,,,,7,,,,No,,,,7,6,6,7,6,,,,,,,,,,,,,,2021-05-23 17:32:38,57,,,,
2052,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,3C44YUNSI1PWJM6BAO65X3S9DCLPD5,A39M5EZCU6ZS51,,evaluate,,,,,atkins,1,4,199,,2021-05-23 17:32:38,,Yes,2021-05-23 17:32:47,,,7,2021-05-23 17:32:38,2021-05-23 17:32:38,0,Yes,,,,,6,,,,No,,,,6,6,7,6,7,,,,,,,,,,,,,,2021-05-23 17:33:13,35,,,,
2053,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,3C44YUNSI1PWJM6BAO65X3S9DCLPD5,A39M5EZCU6ZS51,,evaluate,,,,,breast-cancer,5,5,188,,2021-05-23 17:33:13,,No,2021-05-23 17:33:30,,,7,2021-05-23 17:33:13,2021-05-23 17:33:13,0,Yes,,,,,6,,,,Yes,,,,6,7,6,7,7,,,,,,,,,,,,,,2021-05-23 17:34:16,63,,,,
2054,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,3C44YUNSI1PWJM6BAO65X3S9DCLPD5,A39M5EZCU6ZS51,,evaluate,,,,,breast-cancer,5,6,80,,2021-05-23 17:34:16,,Yes,2021-05-23 17:34:30,,,7,2021-05-23 17:34:16,2021-05-23 17:34:16,0,Yes,,,,,6,,,,No,,,,5,6,6,5,6,,,,,,,,,,,,,,2021-05-23 17:34:59,43,,,,
2055,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,34MAJL3QP4NCC1IVJF85HWV2V3143W,A2DUOMJHQ1V7M3,,consent,,,2021-05-23 17:26:26,2021-05-23 17:26:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,34MAJL3QP4NCC1IVJF85HWV2V3143W,A2DUOMJHQ1V7M3,,evaluate,,,,,breast-cancer,5,1,73,,2021-05-23 17:26:43,,Yes,2021-05-23 17:27:11,,,6,2021-05-23 17:26:43,2021-05-23 17:26:43,0,Yes,,,,,6,,,,Yes,,,,5,6,6,6,6,,,,,,,,,,,,,,2021-05-23 17:28:28,105,,,,
2057,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,34MAJL3QP4NCC1IVJF85HWV2V3143W,A2DUOMJHQ1V7M3,,evaluate,,,,,breast-cancer,5,2,65,,2021-05-23 17:28:28,,Yes,2021-05-23 17:28:38,,,6,2021-05-23 17:28:28,2021-05-23 17:28:28,0,Yes,,,,,6,,,,Yes,,,,6,6,6,5,5,,,,,,,,,,,,,,2021-05-23 17:30:00,92,,,,
2058,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,34MAJL3QP4NCC1IVJF85HWV2V3143W,A2DUOMJHQ1V7M3,,evaluate,,,,,cold,7,3,169,,2021-05-23 17:30:00,,Yes,2021-05-23 17:30:21,,,4,2021-05-23 17:30:00,2021-05-23 17:30:00,0,No,,,,,5,,,,Conflict,,,,5,6,6,6,5,,,,,,,,,,,,,,2021-05-23 17:31:17,77,,,,
2059,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,34MAJL3QP4NCC1IVJF85HWV2V3143W,A2DUOMJHQ1V7M3,,evaluate,,,,,cold,7,4,140,,2021-05-23 17:31:17,,Yes,2021-05-23 17:31:40,,,5,2021-05-23 17:31:17,2021-05-23 17:31:17,0,Yes,,,,,6,,,,Yes,,,,5,6,6,6,5,,,,,,,,,,,,,,2021-05-23 17:32:34,77,,,,
2060,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,34MAJL3QP4NCC1IVJF85HWV2V3143W,A2DUOMJHQ1V7M3,,evaluate,,,,,atkins,1,5,118,,2021-05-23 17:32:34,,Yes,2021-05-23 17:32:51,,,6,2021-05-23 17:32:34,2021-05-23 17:32:34,0,Yes,,,,,6,,,,Yes,,,,5,6,5,5,5,,,,,,,,,,,,,,2021-05-23 17:33:36,62,,,,
2061,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,34MAJL3QP4NCC1IVJF85HWV2V3143W,A2DUOMJHQ1V7M3,,evaluate,,,,,atkins,1,6,191,,2021-05-23 17:33:36,,Yes,2021-05-23 17:33:47,,,6,2021-05-23 17:33:36,2021-05-23 17:33:36,0,Yes,,,,,6,,,,Yes,,,,6,6,5,6,6,,,,,,,,,,,,,,2021-05-23 17:36:41,185,,,,
2062,3IZVJEBJ6AKOPXV9X8RRTBO4CYPZ6T,3D3VGR7TA0FJD7KTUR4IPP6CNHKR31,AP4CK3S4Y255Q,,landing,2021-05-23 17:27:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
