sourceid,dstid,hod,ride time
363,333,12,11.1
493,764,20,16.406666666666666
243,363,22,16.115833333333335
228,448,0,7.499
1110,299,9,15.050833333333333
523,140,19,20.43883333333333
196,532,1,6.301666666666667
206,1164,20,20.126666666666665
281,1002,20,21.2575
413,908,11,16.52616666666667
482,332,7,8.657333333333334
290,435,17,6.7945
842,995,0,16.157166666666665
205,51,8,29.036333333333335
1171,3,20,17.592499999999998
905,1110,12,27.237166666666667
409,798,15,26.851666666666667
874,897,12,11.620166666666668
1179,902,16,14.309500000000002
525,1165,22,8.315999999999999
709,867,17,17.15
445,873,19,12.2185
861,133,16,40.0
1048,718,9,18.031333333333336
827,957,18,23.639333333333333
587,1178,10,33.7545
222,873,20,16.3615
287,290,23,9.800666666666666
757,764,21,14.625666666666666
994,1115,20,5.435666666666666
208,130,1,4.9405
1099,1232,4,6.2195
774,211,15,2.9485
33,425,0,19.166666666666668
882,911,22,9.298333333333334
255,890,0,5.319833333333333
123,993,16,3.2276666666666665
185,633,14,14.756499999999999
749,949,17,18.65983333333333
767,768,18,13.491999999999999
843,21,17,32.4685
874,884,9,24.285500000000003
83,413,13,13.613666666666667
1233,782,0,24.05366666666667
1120,151,23,16.102166666666665
1247,1048,15,50.252833333333335
561,53,17,34.673
846,245,13,23.880499999999998
27,494,17,26.106166666666663
1120,27,5,14.553166666666668
709,448,1,11.848666666666666
280,759,14,11.807833333333333
1006,1127,14,17.571666666666665
1164,790,19,22.872666666666664
159,341,1,13.1355
369,769,14,19.759333333333334
792,529,13,19.18933333333333
893,250,20,2.689833333333333
254,328,16,14.840833333333334
1045,904,20,11.768666666666666
503,82,8,8.214333333333334
510,459,21,16.492833333333333
1002,496,18,17.897666666666666
893,68,17,30.11733333333333
430,1122,3,7.9094999999999995
888,1011,14,22.6325
286,276,0,10.759500000000001
879,16,10,17.5135
341,773,5,14.181000000000001
320,82,6,13.195500000000001
1040,1211,19,20.716666666666665
503,153,9,11.767666666666665
1079,367,16,10.138333333333332
1226,1065,20,21.011166666666668
630,294,23,19.96333333333333
804,1079,11,8.304666666666666
318,503,11,18.958333333333332
273,72,14,9.609166666666665
831,843,15,30.672166666666666
764,335,22,20.078500000000002
1151,615,0,7.7725
1056,1055,23,14.242333333333333
1175,335,15,19.761166666666668
94,904,15,30.031833333333335
493,1189,9,8.817333333333332
902,506,3,7.0435
540,1211,6,10.139166666666666
222,1140,11,23.676499999999997
1119,210,14,28.94516666666667
1195,875,20,10.2665
886,813,21,15.303333333333335
340,744,16,32.472166666666666
527,965,21,12.563166666666666
1013,1043,22,17.556333333333335
328,496,19,16.408333333333335
134,200,13,12.207666666666666
1128,762,16,15.676833333333333
132,1116,6,19.926
1226,720,9,25.767999999999997
1232,221,0,9.465333333333332
872,900,18,16.776333333333334
68,1198,4,11.285
370,581,23,12.124666666666666
47,497,5,8.571499999999999
1179,1104,21,21.281
323,603,8,7.345166666666667
324,1048,0,21.143833333333337
413,496,18,9.8025
290,135,9,18.8715
885,884,3,3.039
1120,1119,18,9.227666666666666
1160,249,10,9.760833333333332
151,128,22,14.738333333333333
77,954,9,16.135833333333334
821,644,19,14.630333333333335
906,904,7,10.784666666666668
310,80,20,17.175
762,5,23,13.394499999999999
461,142,14,7.441333333333334
9,461,15,27.301666666666666
857,1116,21,14.031
160,884,0,15.301166666666667
1190,896,20,11.547
871,884,7,24.19783333333333
361,1012,23,15.926333333333334
836,499,7,18.375999999999998
525,1025,16,16.411166666666666
207,1116,21,4.8915
62,484,9,11.533333333333333
880,216,22,23.860666666666667
289,1228,6,15.007333333333333
587,253,17,11.021666666666667
866,497,11,12.966000000000001
875,1193,9,18.497666666666664
780,866,17,36.69383333333334
210,159,23,19.28216666666667
223,805,10,12.020166666666666
885,527,7,12.330166666666665
33,302,15,18.908666666666665
762,244,14,18.382833333333334
255,297,7,29.423333333333336
872,14,11,13.541666666666666
757,1041,9,15.485999999999999
512,207,9,27.285166666666665
632,310,12,9.657166666666665
419,431,10,12.775
808,1110,9,19.773833333333336
1089,791,16,16.725
1193,82,1,7.014833333333333
626,160,15,27.78166666666667
890,220,8,20.035
141,814,12,11.5735
368,581,4,18.5625
532,819,21,18.735500000000002
280,251,20,20.409333333333333
930,1141,11,8.011166666666666
69,1095,0,5.538333333333333
825,404,15,8.387
1157,902,17,25.591166666666666
866,214,15,21.8555
316,913,20,13.586666666666668
588,1038,1,7.2603333333333335
529,154,10,20.825666666666667
868,154,4,17.383333333333333
1005,883,11,16.4685
52,1140,3,10.198
220,1004,14,24.36466666666667
435,1028,23,31.05483333333333
1211,498,6,20.258666666666667
184,160,8,15.568000000000001
1024,870,19,10.736666666666668
441,138,10,10.446499999999999
881,79,1,6.3229999999999995
614,415,23,8.613833333333334
68,894,19,23.185166666666664
1190,94,20,20.021166666666666
299,915,21,16.293
261,1110,13,13.053500000000001
270,659,6,3.3481666666666663
822,634,7,7.748333333333333
822,27,9,22.627833333333335
886,1075,22,11.783333333333333
792,1164,9,20.523500000000002
760,1005,3,2.8048333333333333
94,707,22,18.712833333333332
638,866,22,23.187333333333335
695,1171,0,11.5
907,856,20,15.962833333333332
864,1110,3,6.849333333333333
505,227,9,21.966666666666665
777,856,5,14.815333333333333
328,430,12,13.122000000000002
8,1233,12,19.769000000000002
878,496,3,2.3306666666666667
28,812,11,15.413499999999999
1184,791,19,9.821666666666665
1042,1005,10,21.335500000000003
406,337,6,28.016666666666666
247,1075,15,18.432000000000002
1140,316,18,10.916666666666666
212,856,15,22.837333333333333
1103,14,9,17.207
631,116,16,19.83566666666667
1065,1193,14,30.5095
33,856,6,16.925666666666665
503,1040,12,3.2238333333333333
812,94,9,25.8045
757,80,16,26.091666666666665
883,1233,15,23.590333333333334
889,768,9,21.866666666666667
1110,494,1,4.365166666666667
814,446,15,11.7735
1014,1054,10,19.777833333333334
1004,207,6,10.207333333333334
135,1242,14,11.539666666666667
215,363,19,11.235666666666667
228,448,16,11.178666666666667
366,879,4,15.177833333333332
897,1045,20,8.205499999999999
1004,1179,13,23.354333333333333
1165,1199,6,23.980999999999998
4,1095,0,6.685833333333333
1040,242,15,18.013166666666667
404,522,21,12.397
861,1010,22,3.885166666666667
1238,391,6,13.666666666666666
1103,711,8,17.6445
1212,94,11,12.666166666666667
254,310,6,12.333333333333334
544,461,10,18.161833333333334
1179,638,0,15.8875
835,1193,20,17.7365
529,1065,15,21.115000000000002
787,1235,22,12.866166666666667
875,510,1,13.124
405,289,13,12.242666666666667
501,1110,1,14.837666666666667
54,902,2,18.25
528,1068,3,3.132166666666667
242,290,18,11.4665
1034,714,13,16.686166666666665
126,199,10,2.5146666666666664
498,1096,0,33.26466666666667
527,89,0,8.211833333333333
756,51,17,23.985333333333333
94,893,23,20.482833333333335
493,503,8,23.729
819,695,3,7.0635
250,1232,9,2.9685
1239,330,0,17.904166666666665
504,878,17,14.259333333333332
242,294,11,7.751666666666667
537,804,1,26.66466666666667
113,498,8,43.76116666666667
524,150,23,26.376666666666665
1048,942,12,54.405499999999996
97,774,21,13.241166666666667
886,1047,21,18.3715
461,741,6,16.5605
900,242,9,4.015333333333333
904,1016,19,16.680500000000002
870,285,22,21.402833333333334
1002,583,23,12.847166666666668
1164,1042,2,17.236333333333334
1164,1163,6,12.202666666666666
758,153,23,16.5215
46,504,10,11.035666666666666
740,1024,8,8.838666666666667
617,1094,18,15.134333333333332
330,494,3,10.69
447,530,9,24.500833333333333
523,28,3,10.065333333333333
1128,837,19,10.554499999999999
201,835,7,24.34283333333333
1241,1013,3,17.040666666666667
756,1110,17,16.879833333333334
1075,21,1,20.605999999999998
1157,1045,19,12.679666666666666
150,1116,10,18.377833333333335
51,872,9,19.934
294,889,5,14.484666666666667
222,241,21,8.963666666666667
889,1005,21,9.529
886,1003,14,22.488333333333333
497,1016,15,17.8105
1120,902,17,20.3205
1047,150,21,21.817999999999998
144,1104,8,21.16166666666667
927,462,0,11.214833333333333
1110,957,1,25.7405
210,154,17,20.147166666666667
261,773,2,13.321666666666665
1175,209,7,35.695166666666665
1247,27,22,26.773500000000002
503,245,4,4.3373333333333335
713,1017,22,16.953333333333333
294,899,2,6.5216666666666665
60,1116,9,33.166666666666664
881,1001,2,17.1
506,869,14,5.1215
244,773,0,18.006500000000003
1127,150,19,25.514833333333335
1129,167,19,15.020000000000001
825,496,23,14.658666666666667
827,290,17,25.128833333333333
880,316,4,5.471333333333333
1116,246,21,9.731833333333332
280,524,9,22.447666666666667
1117,41,4,9.05
327,53,17,52.47933333333334
759,1129,4,6.555499999999999
1123,249,6,11.790333333333333
21,285,19,28.4125
160,878,7,22.2345
1116,831,10,9.013166666666667
79,883,6,8.246333333333332
809,227,20,14.764999999999999
311,818,12,22.395833333333332
540,613,21,31.95
227,863,8,6.211
911,1198,21,15.913
503,497,4,10.187000000000001
892,54,14,18.519000000000002
984,500,6,31.853666666666665
879,696,8,25.4745
1199,830,2,12.615
877,1005,5,10.133833333333333
1185,329,19,19.6945
544,413,20,4.067
205,883,23,16.070333333333334
150,403,19,14.2045
864,893,16,22.285500000000003
877,864,12,13.371833333333333
135,808,16,4.2891666666666675
1190,1227,23,27.58083333333333
361,847,20,13.653333333333334
452,654,13,2.002666666666667
1193,337,20,41.051833333333335
432,1117,17,24.261166666666668
586,310,17,18.672166666666666
97,207,21,28.156166666666664
584,203,8,19.781
243,896,11,17.515666666666668
46,879,8,13.784166666666666
879,823,18,21.946
299,1199,22,11.903666666666668
298,525,6,11.441666666666666
492,878,23,17.078333333333333
1171,200,1,4.7505
509,156,9,13.7745
27,341,8,2.4386666666666668
53,343,20,44.5
509,867,2,1.9593333333333334
253,328,1,4.622333333333333
140,1118,11,18.681500000000003
1150,200,0,15.416666666666666
152,435,12,13.548666666666666
590,290,15,19.437
136,1012,10,5.6354999999999995
871,435,6,21.312833333333334
693,467,20,9.7125
203,129,22,10.215333333333332
27,244,13,14.677833333333332
583,817,9,8.796666666666665
1009,781,10,3.9146666666666667
207,1012,8,26.595666666666666
1004,762,14,9.660666666666666
495,245,21,2.9203333333333332
441,687,1,26.145833333333332
141,1194,15,19.516666666666666
1189,197,0,29.938666666666666
402,760,6,19.142166666666665
250,426,13,16.888833333333334
432,470,15,22.06433333333333
216,882,23,15.017666666666665
892,874,9,9.369
1110,1214,12,13.502833333333333
212,1131,22,8.677666666666665
274,832,11,23.410166666666665
1043,144,17,28.622333333333334
821,1150,9,9.122166666666667
160,333,2,16.069
883,872,13,9.830666666666668
834,333,20,19.203666666666667
786,549,6,19.904
268,416,0,11.270166666666666
94,493,12,14.259333333333332
1164,1140,14,13.1225
991,272,18,11.9
127,540,8,35.83233333333333
760,1240,16,29.410500000000003
728,481,13,5.054666666666666
244,1103,21,24.366666666666667
1213,487,13,15.721166666666667
498,740,19,17.45716666666667
1226,299,2,17.216666666666665
33,160,18,5.158666666666666
217,768,16,9.810166666666667
465,1024,20,22.14016666666667
540,1116,17,9.578
217,30,15,23.331833333333336
1175,840,13,13.695500000000001
362,863,13,17.759166666666665
1002,1171,8,6.401833333333333
251,510,18,19.287166666666668
549,280,16,24.96516666666667
487,425,12,14.791166666666667
405,156,21,22.852833333333333
498,892,10,19.446166666666667
1040,503,20,1.6713333333333333
864,167,3,9.587666666666667
866,155,10,16.853333333333335
419,23,18,6.169333333333333
366,389,15,26.53033333333333
210,46,17,3.4396666666666667
277,864,17,25.603833333333334
527,540,8,28.148500000000002
1128,588,22,8.7705
53,581,6,17.643666666666665
435,807,7,20.136166666666668
30,216,16,20.715333333333334
1004,883,22,19.331
818,498,5,15.966333333333333
151,1179,20,11.602833333333333
821,886,11,16.772166666666667
317,140,8,14.318333333333333
1155,675,9,3.189833333333333
498,695,2,19.295166666666667
462,765,8,10.038499999999999
285,1099,0,11.478833333333334
1099,511,15,30.630333333333333
501,487,20,14.047833333333333
1144,143,19,14.466666666666667
884,136,12,13.0885
1043,251,5,18.7195
48,885,19,12.362666666666666
1113,1242,22,22.1
1024,491,22,19.974
316,363,12,17.718
584,1141,12,5.388333333333334
113,416,8,9.368500000000001
1004,364,2,4.662333333333334
869,500,10,26.603333333333335
1177,482,19,14.290666666666668
329,207,1,8.107166666666666
430,254,7,19.941666666666666
285,1024,12,29.808333333333334
1078,838,20,10.024833333333333
498,879,3,3.591666666666667
1179,909,14,43.348
986,1116,5,9.9005
1116,203,23,7.271333333333333
882,276,17,18.34283333333333
47,1232,7,22.157
825,804,22,11.096166666666667
220,870,22,19.472166666666666
294,53,3,9.775
1193,53,22,1.2994999999999999
885,912,17,24.357666666666667
821,127,16,11.35
895,98,20,21.13883333333333
420,254,14,13.133333333333333
80,1127,4,1.4081666666666666
756,1164,9,20.513666666666666
391,1013,4,3.314833333333333
461,51,15,36.67616666666667
857,297,10,8.755833333333333
764,817,13,19.288166666666665
335,17,6,7.9895000000000005
872,229,14,13.921333333333333
761,1075,21,24.330499999999997
201,885,20,26.178166666666666
908,1048,5,15.9195
1174,316,19,15.462666666666667
93,1081,22,13.816666666666666
740,82,13,20.61116666666667
1040,225,19,24.45
97,866,22,20.346999999999998
917,1123,8,5.895833333333333
762,890,22,20.9725
811,132,7,14.771833333333332
1043,906,21,2.4518333333333335
298,1199,8,23.578166666666668
863,82,21,20.766666666666666
1011,1164,9,33.607
403,1218,22,45.11666666666667
160,786,21,8.529833333333334
872,891,4,12.008999999999999
23,430,6,5.8365
502,496,12,15.730500000000001
413,364,15,21.7125
255,713,0,15.668333333333333
83,913,6,2.996
1246,1164,9,23.0095
1003,317,20,22.718
915,1024,4,8.718333333333334
763,504,0,13.052999999999999
876,246,12,20.181500000000003
92,871,13,13.295166666666667
783,1164,20,25.317666666666664
856,405,19,18.281166666666664
866,286,20,18.72683333333333
401,367,13,5.6965
320,879,6,8.338833333333334
800,198,20,3.95
759,523,16,26.147
384,581,7,20.642833333333332
1173,306,17,14.766666666666667
368,131,6,12.316666666666666
320,253,7,20.123
339,216,11,18.41166666666667
1065,222,20,18.36116666666667
94,930,23,11.5395
857,46,0,10.230666666666668
435,428,12,36.25
1198,549,4,11.195500000000001
242,1193,20,13.354166666666666
644,145,18,12.190666666666667
911,589,11,16.4375
512,331,3,6.598166666666667
836,775,17,17.3855
638,1110,21,20.017666666666667
1179,526,2,14.274166666666668
886,699,0,18.926666666666666
245,333,16,10.106833333333332
812,28,6,16.081
1119,892,11,12.415666666666668
530,1078,21,17.1075
529,1005,13,21.740333333333336
1008,772,17,5.964333333333333
804,1113,10,15.548166666666667
1021,784,15,4.605333333333333
491,209,18,22.42716666666667
847,839,12,16.171499999999998
227,365,20,23.2625
886,587,3,9.593333333333334
764,1239,12,5.523166666666667
765,251,17,27.145166666666668
581,843,11,19.421
367,391,14,11.062999999999999
774,80,0,7.366333333333333
784,968,7,12.770833333333334
441,445,10,7.301833333333334
167,507,22,15.594
836,1182,12,21.5105
861,220,14,10.005833333333333
713,58,7,4.422666666666667
1023,1045,3,5.2055
1140,838,9,7.468666666666667
824,333,12,24.53083333333333
540,634,4,20.741666666666667
3,917,0,19.168499999999998
402,811,9,2.7116666666666664
699,521,15,26.937
491,79,19,23.1955
494,68,21,11.699333333333334
27,210,20,11.0805
581,1227,23,16.41
1140,1138,20,9.596333333333332
203,899,10,13.345166666666668
508,903,13,12.0995
883,60,21,19.8945
747,1009,8,9.911
1171,495,20,14.0555
985,675,16,5.593833333333333
253,33,12,1.8393333333333333
879,847,2,9.870166666666668
413,915,13,15.2
759,368,10,20.207333333333334
361,544,16,22.367166666666666
908,713,15,26.375833333333333
1044,1228,21,10.58
227,1077,7,25.8375
494,1228,14,18.65
368,94,11,21.721
1116,874,20,28.61466666666667
105,861,1,10.260833333333332
1002,836,1,3.0443333333333333
866,944,20,12.505666666666666
590,1001,5,2.8675
1093,392,22,8.019166666666667
1099,227,15,10.886
290,883,6,9.413499999999999
286,360,10,11.896166666666666
903,1193,13,19.186333333333334
156,512,6,18.933333333333334
1163,294,9,3.8426666666666667
639,1116,13,26.071166666666667
255,868,17,10.766666666666667
788,1164,9,32.6
817,825,17,24.144166666666667
898,435,20,26.6
986,1238,6,8.378666666666668
157,1040,15,16.940833333333334
409,1193,6,27.58716666666667
1123,1044,14,10.155666666666667
877,1233,9,18.310333333333332
281,151,21,18.2015
832,980,1,15.768833333333333
1047,1011,0,7.334833333333333
866,787,18,28.627833333333335
511,915,3,16.066666666666666
1048,630,19,20.402833333333334
1179,137,20,24.078333333333333
207,47,8,14.845833333333333
32,1175,1,18.897666666666666
360,150,10,12.139833333333334
465,927,13,13.845
586,581,11,1.431
432,417,13,7.54
503,904,3,8.815666666666667
726,92,4,15.052666666666665
819,718,10,15.217666666666666
32,53,20,10.047666666666666
909,882,7,27.628
839,846,17,14.3355
861,424,20,12.490833333333335
740,638,8,27.652833333333334
857,586,8,17.412333333333333
540,205,23,11.6205
508,887,0,5.61
821,978,19,16.752166666666668
335,916,6,7.049166666666666
908,868,8,9.893
281,1040,11,16.757333333333335
310,760,11,24.67716666666667
862,880,8,22.091333333333335
290,759,9,13.542666666666666
492,526,15,11.99
527,416,13,24.870166666666666
707,1164,17,11.309333333333333
881,838,7,17.198
729,714,7,16.032166666666665
454,451,18,2.5083333333333333
492,856,21,12.744166666666667
885,151,14,8.55
289,404,21,9.294666666666666
883,756,22,16.81
759,203,13,16.65
760,16,16,19.21916666666667
804,832,7,14.861166666666666
320,1048,2,17.738833333333332
912,885,9,21.034
878,764,19,14.136
871,877,18,17.604166666666668
787,461,10,18.84283333333333
817,879,22,22.1425
46,1190,18,17.008666666666667
826,590,14,7.827833333333333
222,424,8,3.4366666666666665
819,878,19,17.8865
1081,728,22,14.336666666666668
299,892,21,3.0901666666666667
904,155,9,16.217
1065,1211,22,18.427833333333336
1010,1005,8,20.94816666666667
243,883,23,8.469166666666666
46,495,2,7.390666666666666
713,523,0,6.804833333333334
818,1138,17,12.833333333333334
846,840,3,11.074166666666667
865,140,8,37.15
388,945,12,10.4125
863,805,7,27.705499999999997
153,740,14,23.402333333333335
892,763,11,18.280166666666666
3,502,21,4.4830000000000005
135,1130,15,6.938833333333333
872,522,15,22.919
222,879,8,20.88
882,1142,18,20.177833333333336
889,425,16,28.616666666666667
277,825,12,17.566666666666666
741,1225,13,13.658666666666667
886,757,20,15.308166666666667
420,629,22,4.078
1011,1012,6,5.7524999999999995
644,449,21,11.937000000000001
1003,819,17,22.404833333333332
206,80,3,10.104333333333333
900,864,0,25.5305
532,844,12,4.605666666666666
424,762,21,21.888166666666667
391,91,12,14.966666666666667
787,448,1,13.958333333333334
406,167,7,43.597166666666666
617,1122,14,14.157166666666665
290,222,21,16.416
445,686,10,23.12366666666667
634,816,7,24.008333333333333
52,884,7,19.120833333333334
507,27,8,20.18933333333333
906,1213,12,9.915333333333333
294,80,22,9.7685
968,462,19,19.021
1041,512,1,17.82016666666667
1038,1122,0,4.7556666666666665
33,151,17,10.604000000000001
777,154,18,32.941
213,498,12,19.9685
333,335,11,13.140666666666668
215,862,1,8.9275
605,67,5,11.9595
986,856,0,13.270000000000001
856,430,23,16.647166666666667
53,523,7,13.750833333333333
154,361,17,18.329833333333333
246,827,16,46.63616666666667
37,884,21,9.122666666666667
781,403,4,20.97416666666667
632,629,22,10.519
872,892,7,23.18883333333333
1240,487,22,28.138166666666667
890,495,23,8.229166666666666
281,917,9,33.90933333333333
857,549,10,18.261166666666668
58,404,7,14.631499999999999
5,506,22,15.041666666666666
203,18,20,19.265833333333333
150,151,21,19.920166666666667
815,435,16,29.473833333333335
818,1113,1,11.919833333333335
63,92,14,23.923333333333336
885,38,20,22.449166666666667
784,787,6,9.746666666666666
1117,528,16,3.3876666666666666
461,154,12,19.441666666666666
286,133,9,33.6875
561,583,23,11.745833333333334
515,31,15,2.9486666666666665
157,665,14,10.533333333333333
1016,768,16,26.055
294,866,6,15.260166666666667
331,709,20,1.2395
405,1242,4,15.732833333333334
527,204,0,9.932500000000001
493,215,1,18.333333333333332
318,445,8,17.793833333333335
1016,155,13,20.8
878,299,6,13.127833333333333
243,254,21,20.185
463,1227,18,19.569666666666667
81,518,15,18.829833333333333
65,1116,17,28.603
331,740,11,19.861833333333333
1242,957,17,32.07783333333334
779,135,9,6.772666666666667
461,878,13,30.1375
285,79,4,14.954833333333333
116,1150,19,12.438166666666666
62,93,11,15.227833333333333
1171,817,5,8.955
529,509,9,9.677333333333333
209,777,13,21.125999999999998
1171,589,7,21.508333333333333
479,478,1,4.0805
1193,590,13,21.0945
900,888,22,17.177333333333333
1127,763,20,17.574166666666667
317,908,21,10.118333333333334
996,796,18,10.865166666666665
167,435,3,5.281666666666666
878,617,15,32.551833333333335
329,848,1,6.739999999999999
1127,1024,15,32.661500000000004
558,956,12,5.979166666666667
58,835,22,24.922
911,527,21,2.5905
1047,1226,9,29.442833333333333
786,20,18,2.808333333333333
767,241,15,23.945
1130,206,10,10.577166666666667
836,763,15,20.630333333333333
494,763,18,12.813166666666666
131,242,23,16.721166666666665
473,1102,4,16.591
971,175,23,4.361166666666667
216,894,21,17.314666666666668
1041,870,22,19.9875
1102,1164,12,15.520999999999999
505,1116,4,18.0575
883,740,21,14.297166666666667
890,404,12,15.113
999,886,12,18.873833333333334
297,249,23,20.892999999999997
1193,1165,16,28.409666666666666
1240,883,21,26.189666666666668
503,1189,13,21.384333333333334
930,1048,11,12.799666666666667
47,329,17,25.5695
425,1040,16,12.241666666666667
425,58,20,23.924166666666668
261,203,21,14.280166666666666
370,819,14,14.245333333333333
1024,523,13,22.069666666666667
360,403,22,15.510333333333334
299,153,17,29.592666666666666
433,879,15,29.286833333333334
153,889,17,21.870833333333334
316,900,13,1.4818333333333333
544,52,22,12.102833333333333
630,419,22,2.1763333333333335
223,497,21,29.18
819,590,10,17.945
153,290,14,15.564333333333334
1110,131,14,14.8505
360,1193,7,10.035333333333334
905,157,23,8.940833333333334
445,1119,9,23.3445
883,834,0,14.74
862,1021,12,27.82
834,846,7,12.401833333333334
1016,215,16,20.97416666666667
80,52,9,21.659333333333333
944,713,12,23.551333333333332
329,812,7,25.637166666666666
340,554,2,13.995166666666668
17,839,11,10.635833333333332
1190,242,14,17.706333333333337
878,361,21,9.233666666666666
21,1171,20,5.736833333333333
160,886,14,19.3445
230,685,7,4.318833333333333
1044,53,6,24.75316666666667
900,21,20,12.357
504,320,8,9.829166666666667
175,783,9,9.767833333333334
1081,727,2,3.9646666666666666
281,710,19,14.5125
788,885,21,28.513333333333332
150,98,11,9.723
1227,92,0,5.2415
280,209,19,9.424333333333333
294,205,9,12.211666666666668
1043,1193,12,11.889999999999999
899,41,12,7.2725
154,461,16,44.63333333333333
1193,1013,23,10.323666666666666
365,38,20,9.432333333333334
1128,21,20,7.887333333333333
203,33,15,15.471666666666666
879,155,9,11.427166666666666
402,435,12,16.682166666666667
1118,757,11,15.455166666666665
249,878,12,30.728833333333334
324,254,7,23.471333333333334
758,846,8,17.4
129,310,6,5.117999999999999
204,498,3,11.626666666666667
879,1246,21,17.4845
1242,68,23,15.119666666666665
886,80,13,13.228166666666668
884,1047,19,21.81433333333333
54,500,23,8.171833333333334
296,886,19,22.305
241,491,8,22.245166666666666
1227,226,20,21.4635
32,220,22,12.771833333333332
1017,1230,21,18.661166666666666
46,906,9,23.755499999999998
722,459,22,15.518833333333333
1040,1102,18,22.179166666666667
846,204,9,7.010166666666667
900,590,14,8.125
587,1043,22,15.5725
1190,1010,18,17.033333333333335
886,868,2,14.792
1116,17,7,18.335166666666666
1189,137,14,19.171166666666668
906,245,7,18.900333333333332
317,261,2,17.080499999999997
1001,885,16,24.217666666666666
1042,167,0,15.066666666666666
906,869,15,24.303166666666666
1226,1237,8,10.827833333333333
504,869,9,17.06533333333333
1137,128,22,12.759500000000001
435,461,3,12.673499999999999
363,1232,22,20.7195
79,316,6,7.643166666666667
487,1237,14,31.995166666666666
827,896,21,15.499333333333334
1193,218,14,29.919
760,1140,17,24.740666666666666
856,1010,11,11.391833333333333
82,1120,21,19.756333333333334
216,1110,8,14.456
524,504,20,17.226333333333333
68,809,1,13.433333333333334
142,1023,8,19.728666666666665
154,879,22,4.444500000000001
288,882,22,12.3785
353,375,14,14.379166666666666
899,900,21,4.445166666666666
540,697,20,22.21033333333333
882,153,5,5.468833333333333
1227,709,1,3.2635
159,41,12,11.935666666666666
930,1110,15,17.410500000000003
156,764,10,21.048333333333336
944,824,10,8.686833333333334
1226,255,17,19.307333333333336
202,134,20,17.3945
37,889,2,10.611666666666668
286,150,20,16.00766666666667
832,302,21,17.026333333333334
930,1122,11,4.265666666666666
65,819,19,4.6815
324,415,6,13.416666666666666
1163,857,15,14.537166666666668
764,208,20,12.758666666666667
201,1000,18,7.211833333333333
328,1175,7,17.366
92,791,22,8.276
494,879,3,10.738833333333334
184,114,7,3.7996666666666665
1038,909,2,7.691166666666667
494,491,11,18.569000000000003
747,53,16,22.535500000000003
251,156,0,4.262833333333334
1038,287,19,10.973833333333333
885,432,11,24.144333333333336
1104,1164,13,17.655166666666666
846,276,11,2.8459999999999996
18,804,9,18.67683333333333
425,413,8,12.342333333333332
877,907,9,19.788833333333333
707,140,5,2.9025000000000003
18,805,20,18.628333333333334
405,768,10,11.890666666666668
709,297,9,25.647666666666666
887,903,8,5.811000000000001
892,875,2,4.64
1242,796,21,30.661833333333334
888,98,3,13.026
500,494,0,17.794500000000003
310,184,4,13.535666666666666
581,309,14,26.55666666666667
1044,333,17,31.811333333333334
1043,288,5,11.5555
297,328,0,14.562999999999999
714,1209,7,20.692833333333333
881,911,1,11.4435
813,1233,17,37.6445
364,279,17,14.764666666666667
872,525,2,13.245000000000001
526,617,4,13.1715
432,1150,19,5.2316666666666665
1011,1047,4,8.9755
